Time[GMT],current_u[cm/s](10m),current_v[cm/s](10m),current_u[cm/s](14m),current_v[cm/s](14m),current_u[cm/s](18m),current_v[cm/s](18m),current_u[cm/s](22m),current_v[cm/s](22m),current_u[cm/s](26m),current_v[cm/s](26m),current_u[cm/s](30m),current_v[cm/s](30m),current_u[cm/s](34m),current_v[cm/s](34m),current_u[cm/s](38m),current_v[cm/s](38m),current_u[cm/s](42m),current_v[cm/s](42m),current_u[cm/s](46m),current_v[cm/s](46m),current_u[cm/s](50m),current_v[cm/s](50m),current_u[cm/s](54m),current_v[cm/s](54m),current_u[cm/s](58m),current_v[cm/s](58m),current_u[cm/s](62m),current_v[cm/s](62m)
2013/11/17 9:00,14.82,0.77,12.15,2.67,11.1,3.71,10.33,6.92,11.05,9.34,8.65,10.7,9.24,10.14,10.91,9.82,8.88,8.57,5.01,7.91,4.54,9.44,3.61,10.41,1.48,11.22,3.33,5.52
2013/11/17 10:00,8.62,7.03,6.51,8.47,6.36,10.31,9.4,12.7,8.92,14.96,6.17,16.42,7.2,15.79,9.52,15.04,10.61,15.58,7.55,14.65,3.1,12.45,0.23,12.93,2.74,13.28,3.81,10.47
2013/11/17 11:00,7.21,12.35,6.42,12.52,7.93,13.4,10.81,15.96,8.57,17.47,9.26,15.9,10.64,15.49,10.53,15.14,9.11,15.33,4.67,14.5,0.2,13.03,-1.91,13.43,-1.54,14.27,1.1,12.15
2013/11/17 12:00,9.48,14.82,7.87,16,9.69,16.87,9.46,19,5.62,19.6,6.12,18.29,6.87,17.89,6.72,18.05,6.41,17.33,2.81,16.13,-0.84,14.38,-4.62,12.71,-4.23,12.82,-1.33,11.2
2013/11/17 13:00,2.03,10.13,1.71,10.14,-0.04,8.35,2.14,13.52,1.36,15.05,-0.18,16.68,-0.1,17.43,0.68,18.3,0.29,17.87,-0.43,18.17,-0.89,17.61,-3.26,15.11,-6.53,10.76,-5.95,6.13
2013/11/17 14:00,-2.97,15.19,-1.13,15.34,-2.61,15.72,-1.94,17.29,-0.94,19.48,-2.73,22.27,-2.4,22.9,-3.65,23.56,-4.55,24.12,-4.03,23.45,-5.64,22.22,-8.99,21.2,-11.29,19.14,-9.79,13.21
2013/11/17 15:00,5.47,5.02,6.04,3.83,7.73,5.5,9.3,7.55,8.8,10.53,7.84,11.29,6.45,11.38,5.48,11.82,6.46,13.06,4.6,10.61,2.5,9.97,-0.14,9.68,-1.86,9.16,-1.6,4.22
2013/11/17 16:00,2.77,-7,3.38,-7.64,4.36,-7.76,6.45,-6.39,7.68,-3.93,7.48,-0.85,5.79,0.2,4.36,1.12,5.36,1.64,3.02,0.72,1.26,-0.03,0.65,0.62,-0.83,-1.4,-2.85,-6.41
2013/11/17 17:00,-0.55,3.49,2.6,2.78,1.73,3.25,0.02,3.35,-2.15,3.94,-2.05,5.33,0.57,6.34,-0.55,5.9,-4.12,4.6,-6.94,3.21,-8.33,3.31,-9.46,3.91,-8.7,4.87,-8.84,4.62
2013/11/17 18:00,-0.71,-0.43,3.51,-2.59,4.05,-1.27,2.68,-0.23,1.18,0.26,1.61,1.22,4.14,1.16,5.58,0.56,2.82,1.38,-0.53,1.41,-4.25,0.9,-6.32,1.52,-5.96,2.05,-5.38,2.54
2013/11/17 19:00,7.42,-3.06,8.34,-4.35,7.86,-3.14,6.94,-2.17,8.55,-1.99,7.8,-1.9,7.64,-1.74,6.6,-1.75,4.7,-1.7,2.26,-1.92,1.27,-1.08,2.01,-0.43,1.97,-2.01,0.92,-6.1
2013/11/17 20:00,10.94,5.96,11.15,4.56,8.61,3.99,9.93,6.17,9.59,6.59,9.78,6.33,8.82,5,5.39,5.62,2.75,5.02,2.12,5.04,3.02,5.52,4.96,4.65,4.87,2.54,2.65,-0.45
2013/11/17 21:00,17.2,3.59,13.7,2.73,10.89,3.02,9.94,4.08,8.19,5.01,9.93,4.81,8.39,5.39,5.52,5.56,2.67,6.67,2.04,7,2.44,7.75,4.12,6.7,2.53,2.66,-0.62,-3.43
2013/11/17 22:00,17.5,10.47,15.25,10.31,10.94,11.08,10.29,13.19,9.66,14.25,11.15,13.13,10.79,12.92,8.72,14.59,7.27,14.88,7.14,15.99,8.93,15.59,6.89,13.71,2.92,11.66,-2.04,8.37
2013/11/17 23:00,13.05,13.4,10.62,12.45,8.5,11.17,9.37,15.52,9.09,16.79,8.34,13.42,7.33,15,7.66,18.03,7.38,18.26,6.96,17.6,4.86,14.56,2.38,10.35,0.04,6.71,-1.12,5.72
2013/11/18 0:00,13.18,17.1,10.47,15.33,9.94,14.02,10.76,16.78,8.53,17.25,7.12,15.35,4.87,15.19,6.6,17.39,8.41,17.31,7.78,17.65,5.79,17.66,4.11,14.95,4.42,9.82,3.53,4.53
2013/11/18 1:00,2.83,19.48,2.94,20.14,1.27,19.11,0.39,20.61,-0.31,19.15,1.51,19.7,1.35,21.22,1.4,21.76,0.9,22.03,-0.1,20.15,-1.6,19.27,-2.6,17.4,-1.93,15.2,-1.32,14.24
2013/11/18 2:00,6.17,14.02,2.85,12.9,3.34,12,4.52,13.62,3.49,13.2,1.41,13.5,1.21,12.81,1.61,13.56,2.73,15.37,1.56,16.79,0.73,16.43,-0.57,12.79,-1.79,8.24,-4.06,3.36
2013/11/18 3:00,7.51,15.79,7.94,12.68,5.99,13.23,7,14.38,6.83,14.95,5.96,14.37,5.81,13.49,6.59,15.71,7.13,17.03,7.81,18.91,7.25,19.05,5.16,15.28,4.13,10.78,4.36,6.25
2013/11/18 4:00,-4.73,15.81,-3.95,12.59,-4.12,12.12,-3.72,11.83,-3.26,12.39,-2.03,13.49,-2.82,13.67,-2.68,14.24,-1.96,15.3,-2.74,15.79,-4.11,14.12,-5.88,10.33,-7.94,6.46,-9.63,3.12
2013/11/18 5:00,4.84,11.2,5.56,6.09,6.09,5.73,5.97,6.11,6.64,6,6.48,6.16,6.19,7.12,6.85,8.37,8.02,9.35,7.42,9.59,6.24,9.33,3.7,7.4,2.24,6.02,1.01,3.87
2013/11/18 6:00,7.02,8.84,6.9,2.74,5.11,0.73,3.97,0.69,1.77,0.02,-0.67,2.2,-2.4,4.08,-2.36,5.66,-1.94,7.36,-2.19,7.17,-4.72,6.19,-7.62,5.09,-8.01,4.66,-8.4,3.18
2013/11/18 7:00,4.85,6.71,4.74,3.65,2.03,-1.16,-1.52,-4.96,-3.43,-4.18,-3.4,-1.88,-4.57,-0.77,-3.84,0.6,-3.4,1.89,-3.11,3.34,-2.47,3.64,-2.78,3.96,-4.66,3.28,-6.17,1.04
2013/11/18 8:00,12.67,9.52,11.74,6.41,6.48,2.4,0.94,2.06,-0.6,2.64,-2.05,2.61,-1.72,3.24,0.12,3.7,0.66,5.01,1.73,5.97,0.92,6.56,0,6.17,-2.14,5.3,-4.26,4.35
2013/11/18 9:00,19.38,13.56,18.28,11.34,13.97,7.31,7.98,6.73,3.34,9.6,-0.04,11.07,-0.43,11.68,0.98,11.49,2.08,10.99,2.12,11.52,1.69,11.91,1.34,11.7,-0.61,8.49,-2.07,4.39
2013/11/18 10:00,20.28,10.28,18.24,8.4,15.02,5.95,9.63,3.05,2.76,2.94,-0.91,5.37,-2.69,6.08,-2.04,5.65,-1.06,5.85,0.32,6.48,-0.48,6.02,-0.33,5.86,-0.81,5.4,-1.56,3.39
2013/11/18 11:00,20.06,15.44,18.48,13.08,14.95,10.95,8.11,10.74,1.06,11.93,-2.14,13.15,-2.57,13.54,-0.89,13.85,-0.38,14.94,-1.08,15.15,-2.18,13.97,-1.67,12.98,-0.05,10.44,-0.55,8.3
2013/11/18 12:00,19.28,19.7,18.31,18.77,16.77,17.67,12.88,15.34,6.73,14.92,1.71,16.63,-0.18,18.04,-0.96,18.53,-1.13,19.1,-0.56,18.23,-0.84,17.1,-1.98,14.35,-1.15,13.35,-0.85,10.3
2013/11/18 13:00,14.55,25.26,13.26,22.98,9.45,20.04,6.23,20.31,-0.26,20,-3.53,20.78,-4.41,20.92,-3.68,22.3,-3.14,22.25,-2.02,21.66,-1.32,20.4,-1.44,19.74,-3.04,17.47,-1.63,15.6
2013/11/18 14:00,13.32,21.43,10.32,20.62,7.86,20.81,0.94,18.48,-5.7,17.29,-6.32,17.94,-5.73,17.38,-4.48,17.04,-3.9,17.21,-4.22,17.22,-4.08,16.42,-5.89,14.83,-7.75,13.73,-9.43,13.74
2013/11/18 15:00,10.8,8.11,9.93,8.58,6.65,6.63,-1.29,3.89,-7.47,2.53,-10.53,1.59,-12.23,0.34,-11.94,0.74,-11.65,0.83,-12.83,0.57,-14.88,-0.58,-17.03,-0.4,-18.04,-0.5,-18.34,-0.9
2013/11/18 16:00,13.99,14.42,13.14,13.11,8.22,11.09,-1.7,9.31,-9.21,7.22,-12.61,5.66,-13.7,4.8,-14.11,5.1,-14.91,4.64,-15.76,6.06,-16.88,6.97,-18.25,7.7,-18.37,7.77,-18.05,8.08
2013/11/18 17:00,17.85,0.44,14.64,-0.34,10.25,-1.36,1.67,-1.37,-6.98,-3.18,-10.61,-3.25,-12.61,-3.23,-12.51,-1.84,-10.87,0.65,-10.91,2.52,-11.73,4.15,-13.29,3.46,-13.81,4.46,-13.24,4.32
2013/11/18 18:00,21.89,-10.04,15.33,-10.47,7.49,-10.47,0.74,-9.6,-4.56,-9.03,-5.2,-6.92,-6.67,-4.86,-6.29,-3.7,-5.94,-2.13,-6.34,-0.47,-5,-0.06,-5.15,0.1,-3.77,-0.32,-1.41,-0.53
2013/11/18 19:00,19.1,-6.71,14.07,-6.68,8.79,-6.52,2.01,-5.55,-3.29,-4.98,-6.48,-3.44,-7.19,-1.78,-6.43,-0.19,-5.75,1.38,-6.2,2.5,-6.57,3.01,-7.88,3.55,-7.25,3.53,-5.84,3.02
2013/11/18 20:00,16.61,-8.83,13.44,-6.35,11.61,-6.17,7.98,-5.93,5.25,-5.19,3.15,-4.16,0.45,-4.57,0.12,-5.19,1.21,-4.65,1.08,-2.18,1.51,-0.48,0.66,0.93,0.36,1.57,0.65,1.98
2013/11/18 21:00,12.45,-3.1,7.77,1.96,7.42,2.06,8.19,-0.11,8.15,-0.33,7.19,1.46,5.92,3.9,4.28,4.13,0.96,4.06,0.15,3.29,0,2.4,0.62,3.43,1.05,5.13,1.2,6.33
2013/11/18 22:00,4.59,-6.13,3.36,-5.87,0.41,-2.38,-2.1,-0.64,-3.14,-0.33,-1.51,0.48,0.73,2.73,1.08,3.99,0.04,3.98,-0.17,3.29,0.23,3,0.54,5.08,0.66,7.42,0.15,8.41
2013/11/18 23:00,11.13,1.21,11.03,-0.5,11.82,2.04,10.3,5.97,8.31,7.35,7.99,7.04,11.64,6.38,13.96,5.63,13.94,6.04,14.18,5.59,15.06,6.49,15.52,10.81,16.67,13.88,15.77,14.44
2013/11/19 0:00,4.34,8.02,2.92,10.62,3.01,11.38,1.35,10.97,-0.03,10.03,1.72,9.42,5.64,7.89,7.36,7.06,7.56,7.75,8.26,7.86,9.18,9.29,10.76,11.66,12.91,14.2,13.29,15.36
2013/11/19 1:00,-0.54,6.21,-1.28,4.52,-1.91,3.5,-0.73,3.75,1.52,5.28,6.69,6.85,9.97,7.75,10.59,7.11,12.52,8.64,16.92,11.34,20.09,11.58,22.95,13.19,23.44,13.96,23.17,13.15
2013/11/19 2:00,-6.01,11.44,-5.18,10.44,-3.14,8.56,-2.89,8.42,-1.85,8.11,-1.66,8.17,-1.45,9.18,-0.45,10.01,0.57,11.47,1.18,12.91,0.22,16.38,0.32,17.77,0.87,17,1.67,14.73
2013/11/19 3:00,-5.68,6.94,-6.97,8.43,-4.67,6.73,-2.13,3.22,1.14,2.44,2.53,1.3,3.8,0.22,2.69,0.09,3.16,-1.44,4.22,-2.16,3.36,-3.47,2.88,-2.57,2.55,-1.84,0.71,-1.98
2013/11/19 4:00,-8.62,10.75,-8.81,10.69,-10.36,6.87,-11.99,3.65,-10.78,1.73,-7.98,1.12,-5.81,1.57,-4.02,3.58,-3.92,5.29,-2.77,6.68,-1.52,7.69,0.88,6.02,-0.09,1.65,-1.59,-1.64
2013/11/19 5:00,-12.09,9.79,-12.19,9.45,-12.16,6.95,-13.39,4.48,-13.39,3.44,-11.78,3.3,-11.3,2.4,-8.93,2.18,-6.52,2.5,-4.3,2.76,-2.74,4.18,-2,2.42,-3.06,-2.3,-6.1,-5
2013/11/19 6:00,-0.61,7.13,-2.79,7.41,-4.2,5.51,-7.18,2.62,-7.14,0.43,-5.91,-1.18,-5.16,-1.26,-3.67,-2.38,-2.18,-2.44,-0.44,-2.33,0.14,-3.2,-1.8,-4.73,-4.35,-5.62,-8.27,-4.41
2013/11/19 7:00,6.48,3.76,3.88,3.38,-1.37,1.05,-4.4,-2.71,-4.94,-4.02,-4.16,-4.51,-2.58,-5.91,-1.57,-5.81,-1.16,-7.15,-2.46,-8.38,-4.14,-8.69,-5.45,-7.83,-6.18,-6.8,-7.79,-5.31
2013/11/19 8:00,8.51,-6.29,7.8,-5.67,6.74,-4.95,4.16,-4.37,-1.35,-4.81,-4.49,-6.18,-4.83,-8.48,-4.24,-8.72,-5.89,-9.12,-7.53,-6.49,-9.62,-5.14,-11.51,-4.77,-12.08,-5.99,-11.43,-6.74
2013/11/19 9:00,27.51,-10.62,28.04,-10.67,26.82,-9.05,23.77,-8.31,17.37,-6.19,11.62,-4.81,8.16,-6.5,6.38,-9.24,5.54,-9.91,4.42,-9.32,4.39,-7.86,2.16,-7.08,0.83,-6.13,0.7,-6.06
2013/11/19 10:00,17.54,0.45,16.64,-0.04,13.59,2.06,8.09,3.31,3.52,1.81,2.17,0.77,2.12,-0.08,0.89,-1.19,-0.28,-2.18,-0.84,-2.04,-2.35,-1.55,-3.48,-1.27,-4.09,-2.71,-4.2,-3.37
2013/11/19 11:00,12.62,-5.03,6.75,-2.23,1.3,0.19,-2.46,0.19,-3.82,-0.85,-4.54,-1.91,-5.04,-0.6,-5.15,0.1,-5.71,0.55,-8.67,1.01,-11.12,0.47,-11.88,0.55,-10.85,-0.08,-9.76,-0.58
2013/11/19 12:00,20.45,-4.62,17.29,-0.46,15.33,2.18,10.74,3.18,5.07,3.95,4.68,3.84,4.67,4.56,4.05,5.21,4.68,7.6,5,10.31,3.24,11.97,1.07,11.2,1.6,9.48,2.25,9.05
2013/11/19 13:00,11.34,0.54,11.41,0.98,10.35,1.7,9.17,3.53,7.89,7.01,6.31,9.46,2.88,12.49,-0.17,13.23,-0.2,13.32,-0.07,13.57,-0.26,13.51,-0.35,13.8,-1.74,13.9,-3.51,13.88
2013/11/19 14:00,13.87,0.79,14.68,1.25,13.38,3.78,10.98,5.13,8.74,8.01,6.17,10.25,5.3,13.12,4.6,14.37,4.5,14.34,4.44,14.22,4,14.61,5.34,15.02,5.76,16.4,6.47,18.5
2013/11/19 15:00,-1.03,-4.5,-1.37,-4.08,0.72,-2.71,2.74,0.94,5.07,3.95,6.36,6.55,5.37,8.44,2.86,10.49,2.02,11.18,0.95,11.59,0.31,11.28,-0.38,11.18,0.42,11.63,1.19,13.54
2013/11/19 16:00,1.61,-10.07,0.04,-11.07,0,-9.93,-0.72,-9.95,0.2,-8.51,0.79,-6.35,-0.41,-4.83,-0.39,-2.84,0.37,-0.52,0.1,1.39,-1.46,4.78,-2.16,7.08,-2.94,10.29,-3.18,12.1
2013/11/19 17:00,-3.16,-14.98,-4.95,-16.99,-6.38,-16.07,-5.42,-15.46,-5.71,-14.5,-5.4,-12.42,-5.03,-10.22,-2.71,-8.25,-0.32,-5.12,1.1,-2.91,1.84,-1.22,1.94,1.53,2.64,4.36,2.79,5.24
2013/11/19 18:00,-5.31,-18.88,-5.07,-19.33,-4.28,-18.14,-4.26,-17.2,-5.05,-15.97,-4.47,-15.48,-3.93,-15.53,-3.56,-14.68,-3.16,-13.93,-1.54,-12.08,-0.09,-11.01,1.87,-8.52,2.55,-6.96,3.52,-6.04
2013/11/19 19:00,-13.6,-21.2,-12.89,-19.42,-12.02,-17.79,-11.53,-15.97,-10.04,-13,-9.69,-10.39,-8.08,-9.48,-5.1,-9.3,-4.12,-8.06,-2.9,-7.27,-1.58,-6.45,-1.82,-7.04,-0.33,-8.15,0.32,-9.94
2013/11/19 20:00,-1.97,-10.64,-1.07,-9.84,-0.22,-8.85,-0.16,-7.68,-0.22,-7.49,1.2,-6.33,4.47,-5.74,7.63,-4.78,9.75,-3.5,11.67,-2.6,12.69,-2.5,13.58,-4.74,12.34,-7.52,11.83,-8.93
2013/11/19 21:00,2.02,-11.41,0.37,-12.85,-0.14,-14.58,0.12,-12.72,1.83,-10.42,5.87,-8.24,8.05,-7.16,9.83,-6.51,10.46,-6.84,11.72,-8.23,11.78,-9.78,11.51,-12.69,9.88,-14.55,8.1,-13.84
2013/11/19 22:00,9.19,-11.93,8.83,-11.1,10.37,-7.91,11.3,-4.81,10.23,-0.64,10.13,1.74,12.24,3.74,16.97,4.35,20.92,4.09,21.87,1.67,21.04,-1.1,17.54,-4.36,14.81,-6.03,14.03,-6.9
2013/11/19 23:00,0.07,-4.68,0.99,-4.61,1.4,-3.55,1.98,-1.69,3.58,0.26,4.65,2.57,5.3,4.55,8.68,5.48,10.39,5.69,11.89,3.53,14.45,2.33,16.65,1.64,17.34,0.07,15.68,-0.33
2013/11/20 0:00,15.59,-6.53,17.78,-5.13,18.62,-5.5,18.04,-4.63,18.49,-3.03,19.8,-1.48,21.57,-0.1,20.34,1.2,15.98,2.79,11.33,2.94,7.91,3.88,6.32,4.97,6.52,5.02,7.6,5.57
2013/11/20 1:00,17.9,-1.43,17.54,-0.6,17.6,1.62,17.5,2.95,19.17,3.98,19.54,4.82,19.95,7.25,20.1,8.13,22.45,11.05,24.14,11.35,24.7,7.45,23.81,2.16,22.45,-0.25,20.52,-1.78
2013/11/20 2:00,14.22,4.45,14.32,4.8,14.13,4.74,14.37,6.69,14.45,7.45,15.29,9.49,16.19,11.01,16.99,12.83,18.11,15.68,16.15,16.96,12.78,16.35,9.51,14.72,6.43,10.44,4.92,7.15
2013/11/20 3:00,11.54,-0.13,10.58,0.62,11.65,1.57,12.33,2.1,11.75,2.96,10.48,3,10.51,1.54,10.13,1.74,10.4,2.24,9.09,3.09,7.4,3.83,4.63,4.34,2.02,4.69,-0.34,4.18
2013/11/20 4:00,-1.23,2.66,-0.3,2,-0.75,1.76,0.17,2.87,0.01,3.04,-0.44,2.48,-0.11,1.74,0.31,2.08,0.49,0.46,1.01,0.1,1.25,0.7,0.09,1.07,-0.78,1.54,-2.28,0.97
2013/11/20 5:00,3.01,-0.96,3.47,-1.76,3.55,-2.05,3.61,-2.56,4.16,-3.01,5.6,-3.62,6.82,-3.14,7.07,-2.96,7.06,-2.23,6.79,-1.69,6.7,-1.4,6.58,-1.34,6.93,-1.12,6,-1.51
2013/11/20 6:00,9.69,-3.31,9.32,-2.8,10.04,-3.1,9.72,-4.77,8.72,-2.88,7.1,-3.06,6.02,-3.28,6.63,-4.25,5.65,-4.13,5.14,-4.49,3.58,-4.87,2.48,-5.72,2.14,-5.62,2.58,-5.7
2013/11/20 7:00,5.09,-7.75,4.29,-8.21,2.94,-8.93,0.65,-9.32,1.29,-9.02,0.74,-9.6,0.7,-9.82,-0.19,-10.31,-1.65,-10.33,-4.04,-11.07,-4.99,-11.04,-5.75,-11.28,-5.17,-10.47,-4.76,-9.4
2013/11/20 8:00,9.12,-5.89,7.62,-6.45,7.52,-6.8,7.5,-6.39,7.25,-5.94,7.65,-5.19,7.83,-5.45,7.6,-7.09,7.18,-7.42,6.24,-7.08,6.8,-6.5,6.59,-5.83,6.88,-4.38,6.37,-3.39
2013/11/20 9:00,-0.21,-8.54,0.51,-9.88,1.07,-11.7,-0.22,-10.21,1.34,-8.48,2.33,-6.92,2.2,-5.5,2.33,-4.2,3.02,-3.37,2.94,-2.76,2.63,-3.48,3.19,-3.94,4.17,-4.06,6.55,-3.64
2013/11/20 10:00,1.96,-7.45,3.07,-8.68,3.46,-10.97,4.64,-10.4,5.45,-9.63,6.19,-10.66,6.66,-11.87,7.18,-11.5,7.23,-9.29,7.39,-6.73,8.32,-4.98,8.87,-3.35,9.25,-1.88,8.25,-1.66
2013/11/20 11:00,2.74,-7.95,1.2,-6.33,0.21,-4.12,0.31,-1.68,0.61,-2.01,0.17,-1.93,0.44,-2.48,0.42,-3.43,-0.1,-4.11,-0.13,-4.01,1,-1.89,2.36,0.83,2.5,2.75,2.21,2.35
2013/11/20 12:00,-3.98,-12.3,-2.85,-12.58,0.98,-12.46,-0.15,-12.49,-1.59,-10.53,-1.68,-7.83,-0.81,-7.26,0.23,-7.25,0.95,-5.15,1.88,-3.4,4.22,-1.85,6.03,-1.61,5.69,-3.91,3.89,-7.59
2013/11/20 13:00,13.85,-1.52,12.36,-1.76,11.87,-2.23,10.33,-1.65,9.44,-0.77,9.26,-0.2,8.53,2.19,7.89,2.93,8.23,5.23,9.41,4.45,9.96,3.67,12.35,3.04,15.04,1.77,17.24,1.09
2013/11/20 14:00,9,3.06,9.89,2.19,8.42,2.57,6.83,2.3,5.58,1.92,4.44,2.93,3.32,3.84,1.93,3.94,0.54,4.04,0.19,4.87,1.2,4.97,2.15,4.94,5.39,2.9,8.13,1.13
2013/11/20 15:00,8.93,9.11,8.27,9.54,6.71,8.85,6.77,8.97,5.8,6.69,5.03,7.5,5.23,6.83,4.84,6.4,4.67,7.28,4.06,6.89,3.83,6.61,5.01,4.14,6.64,2.24,8.08,1.95
2013/11/20 16:00,-0.67,6.28,-0.92,6.1,-1.33,6.39,-1.45,6.46,-1.31,7.02,-1.5,8.33,-1.46,9.91,-2.24,10.4,-1.4,11.07,-0.9,10.81,0.45,11.53,2.55,10.82,2.3,9.59,-0.16,7.37
2013/11/20 17:00,2.84,-1.43,3.95,-2.66,2.64,-1.81,1.53,-1.94,0.7,-1.25,1.71,0.21,1.93,1.22,1.75,1.47,2,1.66,2.42,3.36,1.94,5.61,3.16,8.81,5.68,9.47,6.49,7.84
2013/11/20 18:00,-6.56,-3.16,-6.9,-2.74,-7.7,-2.88,-7.19,-1.78,-6.78,-1.76,-7.14,-0.93,-6.77,-0.08,-6.86,0.2,-6.48,1.36,-5.83,2.3,-5.14,3.13,-4.96,3.92,-3.07,3.87,-1.22,2.97
2013/11/20 19:00,4.3,-1.4,3.64,-0.98,3.81,-0.82,3.34,0.71,2.43,-0.41,1.95,-1.6,1.58,-1.4,0.61,-0.96,1.1,-0.19,1.46,0.34,2.05,1.15,3.43,0.42,5,-1.3,5.57,-4.88
2013/11/20 20:00,0.86,-5.91,0.31,-6.49,0.37,-6.68,-0.5,-6.22,-0.59,-5.93,-0.64,-6.47,-0.2,-6.54,-0.29,-6.57,0.89,-7.36,0.71,-8.46,1.45,-9.18,1.06,-10.66,2.16,-10.84,2.37,-11.51
2013/11/20 21:00,3.73,-2.62,3.44,-3.03,3.45,-2.4,2.82,-2.38,2.83,-1.75,2.42,-1.77,2.11,-1.44,2.27,-1.61,1.99,-1.38,1.19,-1.83,1.2,-1.52,-0.14,-2.97,-1.4,-7.75,-3.96,-12.71
2013/11/20 22:00,10.18,-0.13,10.9,0.61,10.39,0.56,9.78,1.53,10.62,0.84,11.21,0.29,10.84,-0.56,10.75,-1.31,9.82,-2.02,9.8,-2.97,8.82,-4.21,6.11,-5.97,2.69,-8.8,-1.11,-11.42
2013/11/20 23:00,7.72,-3.7,6.7,-4.12,6.06,-4.42,5.79,-3.88,5.65,-4.44,6.48,-5.13,6.08,-5.88,6.21,-6.99,5.96,-8.22,5.68,-8.3,4.74,-9.01,3.08,-9.73,0.88,-11.44,-1.92,-13.55
2013/11/21 0:00,11.46,4.24,11.53,4.36,11.32,4.71,12.63,5.22,11.33,5.35,11.44,5.69,10.86,5.52,10.78,3.72,10.38,1.61,10.96,0.74,9.92,0.73,8.6,0.96,4.15,0.12,1.92,-1.5
2013/11/21 1:00,4.82,8.17,4.73,8.14,3.93,7.68,3.36,7.82,3.58,7.79,3.38,7.41,1.98,6.88,1.3,5.31,1.63,3.22,1.06,2,0.84,3.4,0.43,4.42,-1.22,4.33,-2.61,4.43
2013/11/21 2:00,2.62,8.54,2.59,8.63,3.06,8.46,2.26,8.01,1.43,7.65,1.48,7.14,0.75,8.49,0.23,7.81,0.73,7.54,-0.21,6.84,-0.61,7.13,-1.23,7.78,-0.75,7.93,-0.47,7.7
2013/11/21 3:00,-3.07,15.17,-1.77,15.04,-0.96,14.76,-0.06,13.89,-0.33,14.43,0,15.06,0.57,15.23,0.52,14.38,0.75,14.97,1.89,14.69,1.33,14.11,-0.46,14.5,-1.51,15.54,-2.2,14.38
2013/11/21 4:00,-4.32,8.3,-4.4,8.9,-3.95,9.15,-3.72,8.06,-4.01,7.98,-3.25,7.89,-3.21,8.43,-3.32,8.81,-2.79,8.77,-3.09,8.05,-2.58,8.1,-2.26,8.41,-3.16,10.33,-2.75,10.03
2013/11/21 5:00,-10.26,-0.63,-10.54,-0.08,-9.95,0.41,-10.22,-0.09,-10.19,-0.19,-10.95,-0.11,-10.86,-0.39,-11.1,-1.3,-10.25,-1.36,-9.79,-1.84,-8.85,-2.18,-8.35,-1.4,-7.8,0.54,-4.43,1.15
2013/11/21 6:00,-11.08,-4.12,-11.46,-4.24,-10.95,-4.19,-11.3,-4.08,-10.12,-3.83,-10.89,-3.02,-10.36,-3.06,-10.03,-2.75,-10.2,-2.91,-10.85,-3.84,-9.37,-5.27,-6.24,-5.25,-4.07,-4.8,-2.83,-5.78
2013/11/21 7:00,-4.12,-1.57,-4.46,-1.15,-5.27,-0.88,-4.23,-0.87,-4.42,-0.93,-5.97,-0.99,-6.19,-0.95,-6.46,-1.45,-6.78,-1.76,-8.14,-1.76,-8.72,-1.93,-7.07,-1.85,-4.11,-2.62,-3.45,-2.73
2013/11/21 8:00,-4.92,-3.07,-4.82,-3.04,-5.42,-3.12,-5.25,-2.34,-4.86,-1.9,-6.02,-1.53,-6.77,-1.44,-6.65,-0.47,-6.27,-1.39,-4.52,-2.32,-4.38,-1.76,-3.41,-2.19,-2.97,-2.58,-2.32,-4.05
2013/11/21 9:00,-8.57,-4.82,-7.73,-5.5,-7.9,-5.97,-6.73,-6.03,-7.19,-5.55,-7.08,-6.24,-6.71,-6.44,-6.86,-6.28,-6.8,-6.47,-7.55,-7.12,-7.31,-7.57,-6.82,-8.15,-6.94,-9.44,-6.11,-12.85
2013/11/21 10:00,1.38,-0.41,1.01,0.1,1.26,-1.39,2.55,-2.88,2.52,-3.1,2.24,-2.87,1.76,-3.02,1.29,-3.89,1.9,-3.81,1.56,-3.39,1.6,-3.17,1.55,-3.71,1.52,-6.33,0.27,-8.07
2013/11/21 11:00,2.74,0.63,2.88,1.19,2.1,1.69,2.39,1.77,2.3,2.06,3.63,1.11,2.56,1.2,2.7,0.41,2.87,-0.17,3.06,-1.78,4.12,-2.19,4.94,-3.51,3.45,-5.12,1.35,-7.85
2013/11/21 12:00,-0.8,-1.5,-1.01,-1.15,-0.14,-1.93,0.11,-2.06,0,-2.72,0.92,-3.69,1.46,-3.74,1.59,-3.49,1.67,-4.09,1.6,-4.22,1.44,-4.37,-0.26,-3.95,-3.14,-5.46,-4.81,-8.89
2013/11/21 13:00,3.33,5.2,2.97,4.99,2.07,4.19,2.07,4.5,2.35,4.27,2.7,4.17,3.42,2.82,3.79,2.31,4.02,1.54,4.38,0.4,3.45,-1.35,1.06,-0.72,-1.54,0.58,-2.32,-1.65
2013/11/21 14:00,-0.56,7.99,-0.6,7.76,-0.52,7.16,-0.44,6.56,-0.5,6.43,0.02,5.76,-0.2,4.75,-0.4,4.38,0.01,4.08,-0.57,3.91,-0.79,2.58,-1.64,1.59,-2.61,3.07,-5.56,1.44
